gameId,actionNumber,teamId,personId,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,location,actionType,subType,shotValue,actionId,scoreDiff,clutchFlag
0022400015,9,1610612747,1642261,D. Knecht,-227,-5,0,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022400025,9,1610612760,1630598,A. Wiggins,112,226,25,1,1,2,3,v,Made Shot,Jump Shot,3,4,0.0,0
0022400057,9,1610612756,1626164,D. Booker,-78,131,15,1,1,2,0,h,Made Shot,Step Back Jump shot,2,4,0.0,0
0022400094,8,1610612759,203084,H. Barnes,225,22,0,0,1,0,0,h,Missed Shot,Jump Shot,3,4,0.0,0
0022400130,8,1610612759,1641705,V. Wembanyama,-83,268,28,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022400168,9,1610612746,1629611,T. Mann,234,78,25,1,1,3,2,h,Made Shot,Jump Shot,3,4,0.0,0
0022400173,9,1610612759,1641705,V. Wembanyama,-32,8,3,1,1,2,2,v,Made Shot,Driving Finger Roll Layup Shot,2,4,0.0,0
0022400183,10,1610612757,1641739,T. Camara,-1,10,1,0,1,0,0,v,Missed Shot,Cutting Dunk Shot,2,4,0.0,0
0022400224,9,1610612764,1642259,A. Sarr,165,194,25,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022400262,9,1610612762,1629012,C. Sexton,-37,16,4,1,1,2,2,v,Made Shot,Alley Oop Layup shot,2,4,0.0,0
0022400269,9,1610612744,1630322,L. Waters III,5,13,1,1,1,2,2,v,Made Shot,Driving Layup Shot,2,4,0.0,0
0022400331,8,1610612759,203084,H. Barnes,-25,74,8,0,1,0,0,h,Missed Shot,Driving Floating Jump Shot,2,4,0.0,0
0022400337,8,1610612759,1642264,S. Castle,-40,52,7,0,1,0,0,h,Missed Shot,Driving Floating Jump Shot,2,4,0.0,0
0022400386,9,1610612759,1630170,D. Vassell,5,16,2,1,1,2,0,h,Made Shot,Driving Layup Shot,2,4,0.0,0
0022400405,8,1610612752,1628969,M. Bridges,-233,77,25,1,1,3,0,h,Made Shot,Jump Shot,3,4,0.0,0
0022400441,9,1610612750,203497,R. Gobert,10,2,1,1,1,2,3,h,Made Shot,Alley Oop Dunk Shot,2,4,0.0,0
0022400484,9,1610612743,203999,N. Jokić,-1,145,15,0,1,0,0,v,Missed Shot,Turnaround Jump Shot,2,4,0.0,0
0022400567,9,1610612763,1629630,J. Morant,82,25,9,1,1,0,2,v,Made Shot,Driving Floating Jump Shot,2,4,0.0,0
0022400592,9,1610612748,1629312,H. Highsmith,55,22,6,1,1,2,2,h,Made Shot,Driving Finger Roll Layup Shot,2,4,0.0,0
0022400671,9,1610612746,1627826,I. Zubac,-20,12,2,0,1,0,0,v,Missed Shot,Turnaround Hook Shot,2,4,0.0,0
0022400703,8,1610612763,1629630,J. Morant,-31,105,11,1,1,2,3,h,Made Shot,Driving Floating Jump Shot,2,4,0.0,0
0022400734,10,1610612766,1630163,L. Ball,98,101,14,1,1,2,2,h,Made Shot,Driving Floating Jump Shot,2,4,0.0,0
0022400818,9,1610612740,1642274,Y. Missi,100,-11,10,0,1,0,0,h,Missed Shot,Floating Jump shot,2,4,0.0,0
0022400937,9,1610612742,202691,K. Thompson,190,167,25,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022400988,9,1610612753,1630532,F. Wagner,120,237,27,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022401018,9,1610612755,1627824,G. Yabusele,-192,176,26,0,1,0,0,v,Missed Shot,Jump Shot,3,4,0.0,0
0022401033,11,1610612761,1630534,O. Agbaji,232,5,0,0,1,0,0,h,Missed Shot,Jump Shot,3,4,0.0,0
0022401059,9,1610612739,1628378,D. Mitchell,125,71,14,0,1,0,0,h,Missed Shot,Driving Floating Jump Shot,2,4,0.0,0
0022401086,9,1610612759,1630170,D. Vassell,230,10,0,0,1,0,0,h,Missed Shot,Jump Shot,3,4,0.0,0
0022401124,9,1610612759,1642264,S. Castle,23,-10,3,1,1,2,3,h,Made Shot,Driving Layup Shot,2,4,0.0,0
0022401139,9,1610612759,202687,B. Biyombo,-80,65,10,0,1,0,0,v,Missed Shot,Floating Jump shot,2,4,0.0,0
0022401163,9,1610612744,202710,J. Butler III,-34,-4,3,1,1,2,0,h,Made Shot,Driving Reverse Layup Shot,2,4,0.0,0
0022400025,11,1610612759,101108,C. Paul,-219,147,26,1,1,5,3,h,Made Shot,Jump Shot,3,5,-1.0,0
0022400038,9,1610612762,1631117,W. Kessler,0,0,0,1,1,2,0,h,Made Shot,Tip Dunk Shot,2,5,0.0,0
0022400057,11,1610612759,203084,H. Barnes,-162,212,27,0,1,0,0,v,Missed Shot,Jump Shot,3,5,-2.0,0
0022400074,9,1610612742,202681,K. Irving,-210,117,24,0,1,0,0,h,Missed Shot,Running Jump Shot,3,5,0.0,0
0022400109,9,1610612745,1631095,J. Smith Jr.,181,172,25,1,1,0,3,v,Made Shot,Jump Shot,3,5,0.0,0
0022400146,9,1610612750,1630183,J. McDaniels,-162,212,27,0,1,0,0,v,Missed Shot,Step Back Jump shot,3,5,0.0,0
0022400168,11,1610612759,1630577,J. Champagnie,-230,101,25,1,1,3,5,v,Made Shot,Jump Shot,3,5,-1.0,0
0022400173,11,1610612745,1630578,A. Sengun,32,5,3,0,1,0,0,h,Missed Shot,Layup Shot,2,5,0.0,0
0022400197,9,1610612762,1631117,W. Kessler,49,168,18,0,1,0,0,v,Missed Shot,Jump Shot,2,5,0.0,0
0022400232,9,1610612742,202691,K. Thompson,-125,-11,13,1,1,2,0,h,Made Shot,Fadeaway Jump Shot,2,5,0.0,0
0022400262,11,1610612759,1630577,J. Champagnie,-130,230,26,0,1,0,0,h,Missed Shot,Jump Shot,3,5,0.0,0
0022400269,10,1610612759,1641705,V. Wembanyama,-9,282,28,0,1,0,0,h,Missed Shot,Pullup Jump shot,3,5,0.0,0
0022400313,9,1610612758,1627734,D. Sabonis,-31,23,4,1,1,2,0,h,Made Shot,Layup Shot,2,5,0.0,0
0022400354,9,1610612759,1641705,V. Wembanyama,0,0,0,1,1,2,0,h,Made Shot,Tip Layup Shot,2,5,0.0,0
0022400370,9,1610612737,1630700,D. Daniels,-7,50,5,1,1,0,2,v,Made Shot,Cutting Finger Roll Layup Shot,2,5,0.0,0
0022400405,10,1610612759,1641705,V. Wembanyama,-172,197,26,0,1,0,0,v,Missed Shot,Jump Shot,3,5,-3.0,0
0022400421,9,1610612759,203084,H. Barnes,-22,257,26,0,1,0,0,v,Missed Shot,Jump Shot,3,5,0.0,0
0022400441,11,1610612759,1641705,V. Wembanyama,-48,57,7,0,1,0,0,v,Missed Shot,Driving Floating Bank Jump Shot,2,5,1.0,0
0022400451,9,1610612746,1627826,I. Zubac,-21,10,2,0,1,0,0,v,Missed Shot,Layup Shot,2,5,0.0,0
0022400498,9,1610612741,1629632,C. White,9,-3,1,0,1,0,0,h,Missed Shot,Driving Finger Roll Layup Shot,2,5,0.0,0
0022400516,10,1610612759,1642264,S. Castle,-91,169,19,0,1,0,0,v,Missed Shot,Fadeaway Jump Shot,2,5,1.0,0
0022400582,9,1610612763,1628991,J. Jackson Jr.,-10,49,5,1,1,0,2,v,Made Shot,Driving Floating Jump Shot,2,5,0.0,0
0022400621,9,1610612754,1627783,P. Siakam,-44,14,5,1,1,2,0,h,Made Shot,Driving Finger Roll Layup Shot,2,5,0.0,0
0022400633,9,1610612754,1629614,A. Nembhard,-26,12,3,1,1,0,2,v,Made Shot,Running Layup Shot,2,5,0.0,0
0022400693,10,1610612748,1628389,B. Adebayo,-153,43,16,1,1,0,2,v,Made Shot,Jump Shot,2,5,0.0,0
0022400703,9,1610612759,1630170,D. Vassell,-60,239,25,1,1,2,6,v,Made Shot,Jump Shot,3,5,1.0,0
0022400734,12,1610612759,1630170,D. Vassell,-228,16,0,0,1,0,0,v,Missed Shot,Jump Shot,3,5,0.0,0
0022400743,9,1610612759,203084,H. Barnes,-1,53,5,0,1,0,0,v,Missed Shot,Driving Floating Jump Shot,2,5,0.0,0
0022400757,9,1610612764,1641731,B. Coulibaly,237,79,25,1,1,3,0,h,Made Shot,Jump Shot,3,5,0.0,0
0022400769,10,1610612759,1641705,V. Wembanyama,-62,149,16,1,1,0,2,v,Made Shot,Jump Shot,2,5,0.0,0
0022400795,9,1610612759,1628368,D. Fox,-223,2,0,1,1,3,0,h,Made Shot,Jump Shot,3,5,0.0,0
0022400802,9,1610612759,1628368,D. Fox,184,168,25,0,1,0,0,h,Missed Shot,Jump Shot,3,5,0.0,0
0022400833,9,1610612740,1629627,Z. Williamson,-65,14,7,0,1,0,0,h,Missed Shot,Turnaround Jump Shot,2,5,0.0,0
0022400844,9,1610612745,1631095,J. Smith Jr.,-118,17,12,1,1,2,0,h,Made Shot,Turnaround Fadeaway shot,2,5,0.0,0
0022400863,10,1610612763,1628991,J. Jackson Jr.,-16,12,2,0,1,0,0,h,Missed Shot,Driving Layup Shot,2,5,0.0,0
0022400871,9,1610612760,1631114,J. Williams,-25,78,8,1,1,0,2,v,Made Shot,Pullup Jump shot,2,5,0.0,0
0022400888,9,1610612751,1629661,C. Johnson,227,17,0,0,1,0,0,v,Missed Shot,Running Jump Shot,3,5,0.0,0
0022400910,9,1610612759,1628368,D. Fox,-138,88,16,1,1,0,2,v,Made Shot,Fadeaway Jump Shot,2,5,0.0,0
0022400973,10,1610612740,1628971,B. Brown,2,12,1,1,1,0,2,v,Made Shot,Cutting Layup Shot,2,5,0.0,0
0022401003,9,1610612752,1626157,K. Towns,109,240,26,1,1,0,3,v,Made Shot,Running Jump Shot,3,5,0.0,0
0022401046,9,1610612765,1641709,A. Thompson,17,10,2,1,1,2,0,h,Made Shot,Running Layup Shot,2,5,0.0,0
0022401080,10,1610612759,203084,H. Barnes,-92,254,27,0,1,0,0,h,Missed Shot,Jump Shot,3,5,0.0,0
0022401110,10,1610612759,203084,H. Barnes,-108,7,11,1,1,0,4,v,Made Shot,Turnaround Jump Shot,2,5,0.0,0
0022401124,11,1610612739,1629636,D. Garland,-88,48,10,0,1,0,0,v,Missed Shot,Driving Floating Bank Jump Shot,2,5,1.0,0
0022401163,11,1610612759,1642264,S. Castle,222,39,0,0,1,0,0,v,Missed Shot,Jump Shot,3,5,-2.0,0
0022401182,9,1610612759,1630577,J. Champagnie,148,205,25,1,1,0,3,v,Made Shot,Running Jump Shot,3,5,0.0,0
0022401215,9,1610612757,1641739,T. Camara,0,4,0,1,1,2,0,h,Made Shot,Running Dunk Shot,2,5,0.0,0
0022401218,9,1610612750,1630183,J. McDaniels,-71,-13,7,0,1,0,0,v,Missed Shot,Driving Layup Shot,2,5,0.0,0
0022400025,13,1610612760,1629652,L. Dort,124,227,26,0,1,0,0,v,Missed Shot,Jump Shot,3,6,-2.0,0
0022400038,10,1610612759,1641705,V. Wembanyama,-64,199,21,0,1,0,0,v,Missed Shot,Pullup Jump shot,2,6,-2.0,0
0022400094,10,1610612759,203084,H. Barnes,-9,5,1,0,1,0,0,h,Missed Shot,Reverse Layup Shot,2,6,0.0,0
0022400109,11,1610612759,1630577,J. Champagnie,51,248,25,0,1,0,0,h,Missed Shot,Jump Shot,3,6,-3.0,0
0022400125,10,1610612760,1628983,S. Gilgeous-Alexander,167,214,27,0,1,0,0,h,Missed Shot,Running Jump Shot,3,6,0.0,0
0022400130,10,1610612762,1631117,W. Kessler,40,36,5,1,1,4,0,h,Made Shot,Cutting Dunk Shot,2,6,0.0,0
0022400216,11,1610612758,1628989,K. Huerter,224,99,24,0,1,0,0,v,Missed Shot,Jump Shot,3,6,-2.0,0
0022400224,11,1610612759,1641705,V. Wembanyama,132,220,26,1,1,6,0,h,Made Shot,Jump Shot,3,6,0.0,0
0022400313,11,1610612759,1630577,J. Champagnie,-164,193,25,1,1,2,3,v,Made Shot,Jump Shot,3,6,-2.0,0
0022400331,10,1610612759,1631110,J. Sochan,-4,25,3,0,1,0,0,h,Missed Shot,Alley Oop Layup shot,2,6,0.0,0
0022400337,10,1610612759,1630577,J. Champagnie,-33,272,27,1,1,3,2,h,Made Shot,Jump Shot,3,6,0.0,0
0022400354,10,1610612740,1630530,T. Murphy III,1,133,13,1,1,2,2,v,Made Shot,Pullup Jump shot,2,6,-2.0,0
0022400370,11,1610612759,1630170,D. Vassell,-110,34,12,1,1,2,2,h,Made Shot,Jump Shot,2,6,-2.0,0
0022400475,16,1610612743,1629008,M. Porter Jr.,-7,32,3,1,1,2,0,h,Made Shot,Driving Floating Jump Shot,2,6,0.0,0
0022400484,11,1610612743,201566,R. Westbrook,136,26,14,0,1,0,0,v,Missed Shot,Pullup Jump shot,2,6,0.0,0
0022400567,11,1610612763,1628991,J. Jackson Jr.,-39,88,10,0,1,0,0,v,Missed Shot,Driving Hook Shot,2,6,2.0,0
0022400582,11,1610612759,1641705,V. Wembanyama,-110,48,12,0,1,0,0,h,Missed Shot,Pullup Jump shot,2,6,-2.0,0
0022400621,10,1610612759,1630170,D. Vassell,94,61,11,1,1,2,2,v,Made Shot,Turnaround Fadeaway shot,2,6,-2.0,0
0022400633,11,1610612759,1641705,V. Wembanyama,64,45,8,0,1,0,0,h,Missed Shot,Driving Floating Bank Jump Shot,2,6,-2.0,0
0022400693,12,1610612759,203084,H. Barnes,-229,6,0,0,1,0,0,h,Missed Shot,Jump Shot,3,6,-2.0,0
0022400703,11,1610612763,1641744,Z. Edey,-28,11,3,0,1,0,0,h,Missed Shot,Layup Shot,2,6,-4.0,0
0022400757,16,1610612759,1641705,V. Wembanyama,11,132,13,0,1,0,0,v,Missed Shot,Fadeaway Jump Shot,2,6,-3.0,0
0022400769,12,1610612738,201143,A. Horford,-26,3,3,0,1,0,0,h,Missed Shot,Driving Reverse Layup Shot,2,6,-2.0,0
0022400795,11,1610612756,1626145,T. Jones,225,4,0,0,1,0,0,v,Missed Shot,Jump Shot,3,6,-3.0,0
0022400818,11,1610612740,203482,K. Olynyk,0,0,0,1,1,2,2,h,Made Shot,Tip Layup Shot,2,6,0.0,0
0022400844,10,1610612759,202687,B. Biyombo,-105,-8,11,0,1,0,0,v,Missed Shot,Floating Jump shot,2,6,-2.0,0
0022400871,10,1610612759,1630170,D. Vassell,-65,258,27,0,1,0,0,h,Missed Shot,Jump Shot,3,6,-2.0,0
0022400910,11,1610612758,201942,D. DeRozan,-249,18,25,0,1,0,0,h,Missed Shot,Jump Shot,3,6,-2.0,0
0022400925,11,1610612750,201144,M. Conley,230,1,0,0,1,0,0,h,Missed Shot,Running Jump Shot,3,6,0.0,0
0022400937,11,1610612759,1628368,D. Fox,-229,118,26,0,1,0,0,h,Missed Shot,Jump Shot,3,6,0.0,0
0022400988,11,1610612753,203484,K. Caldwell-Pope,-205,146,25,1,1,2,3,v,Made Shot,Jump Shot,3,6,0.0,0
0022401003,11,1610612759,203084,H. Barnes,13,16,2,1,1,2,3,h,Made Shot,Driving Reverse Layup Shot,2,6,-3.0,0
0022401033,13,1610612759,1630170,D. Vassell,229,5,0,0,1,0,0,v,Missed Shot,Jump Shot,3,6,0.0,0
0022401046,11,1610612759,1642264,S. Castle,78,256,27,0,1,0,0,v,Missed Shot,Jump Shot,3,6,-2.0,0
0022401086,11,1610612744,1641764,B. Podziemski,26,258,26,1,1,0,5,v,Made Shot,Jump Shot,3,6,0.0,0
0022401110,11,1610612743,201566,R. Westbrook,44,263,27,0,1,0,0,h,Missed Shot,Jump Shot,3,6,-4.0,0
0022401139,11,1610612757,1630625,D. Banton,-232,6,0,0,1,0,0,h,Missed Shot,Jump Shot,3,6,0.0,0
0022401155,11,1610612746,1627884,D. Jones Jr.,11,11,2,1,1,4,0,h,Made Shot,Running Alley Oop Dunk Shot,2,6,0.0,0
0022401182,11,1610612756,203078,B. Beal,67,21,7,1,1,2,3,h,Made Shot,Turnaround Jump Shot,2,6,-3.0,0
0022401197,11,1610612761,1642419,J. Battle,-173,209,27,1,1,2,3,v,Made Shot,Jump Shot,3,6,-2.0,0
0022401215,11,1610612759,1630577,J. Champagnie,192,178,26,1,1,2,3,v,Made Shot,Jump Shot,3,6,-2.0,0
0022400015,13,1610612759,1642264,S. Castle,65,153,17,1,1,4,0,h,Made Shot,Pullup Jump shot,2,7,0.0,0
0022400057,13,1610612756,201142,K. Durant,138,218,26,1,1,5,0,h,Made Shot,Running Jump Shot,3,7,0.0,0
0022400074,11,1610612759,1630577,J. Champagnie,164,195,25,1,1,0,3,v,Made Shot,Jump Shot,3,7,0.0,0
0022400130,12,1610612759,1641705,V. Wembanyama,-186,170,25,0,1,0,0,v,Missed Shot,Step Back Jump shot,3,7,-4.0,0
0022400146,11,1610612759,1630577,J. Champagnie,151,213,26,0,1,0,0,h,Missed Shot,Jump Shot,3,7,0.0,0
0022400224,13,1610612764,1628398,K. Kuzma,-224,50,0,0,1,0,0,v,Missed Shot,Jump Shot,3,7,-6.0,0
0022400262,13,1610612759,203084,H. Barnes,140,216,26,0,1,0,0,h,Missed Shot,Jump Shot,3,7,0.0,0
0022400269,12,1610612744,203952,A. Wiggins,2,6,1,1,1,2,4,v,Made Shot,Cutting Layup Shot,2,7,0.0,0
0022400313,13,1610612758,1628368,D. Fox,-69,165,18,0,1,0,0,h,Missed Shot,Pullup Jump shot,2,7,-1.0,0
0022400337,12,1610612758,201942,D. DeRozan,-195,119,23,1,1,3,4,v,Made Shot,Jump Shot,2,7,-1.0,0
0022400354,12,1610612759,1630577,J. Champagnie,146,206,25,1,1,5,2,h,Made Shot,Jump Shot,3,7,0.0,0
0022400370,13,1610612737,1629027,T. Young,13,43,4,1,1,2,4,v,Made Shot,Driving Floating Jump Shot,2,7,0.0,0
0022400386,14,1610612757,203924,J. Grant,-1,188,19,0,1,0,0,v,Missed Shot,Pullup Jump shot,2,7,-3.0,0
0022400405,12,1610612752,1628969,M. Bridges,-20,26,3,1,1,5,0,h,Made Shot,Fadeaway Bank shot,2,7,0.0,0
0022400421,11,1610612751,1630553,K. Johnson,92,197,22,1,1,2,0,h,Made Shot,Step Back Jump shot,2,7,0.0,0
0022400441,13,1610612750,1630183,J. McDaniels,-6,113,11,1,1,4,3,h,Made Shot,Driving Floating Jump Shot,2,7,0.0,0
0022400451,11,1610612759,1641705,V. Wembanyama,-9,267,27,0,1,0,0,h,Missed Shot,Running Pull-Up Jump Shot,3,7,0.0,0
0022400475,19,1610612759,203084,H. Barnes,-222,136,26,0,1,0,0,v,Missed Shot,Jump Shot,3,7,-2.0,0
0022400498,11,1610612759,1630170,D. Vassell,163,114,20,1,1,0,2,v,Made Shot,Pullup Jump shot,2,7,0.0,0
0022400516,12,1610612759,1641705,V. Wembanyama,0,0,0,1,1,0,3,v,Made Shot,Tip Layup Shot,2,7,0.0,0
0022400592,16,1610612759,1642264,S. Castle,51,11,5,0,1,0,0,v,Missed Shot,Floating Jump shot,2,7,0.0,0
0022400621,11,1610612754,1629614,A. Nembhard,64,267,27,0,1,0,0,h,Missed Shot,Pullup Jump shot,3,7,0.0,0
0022400684,13,1610612759,1642264,S. Castle,-191,165,25,1,1,3,2,h,Made Shot,Jump Shot,3,7,0.0,0
0022400719,11,1610612759,1630170,D. Vassell,-1,8,1,1,1,0,2,v,Made Shot,Running Dunk Shot,2,7,0.0,0
0022400734,16,1610612766,1629610,D. Jeffries,-224,15,0,0,1,0,0,h,Missed Shot,Jump Shot,3,7,0.0,0
0022400818,12,1610612759,203084,H. Barnes,234,37,24,0,1,0,0,v,Missed Shot,Jump Shot,3,7,0.0,0
0022400863,12,1610612759,1630170,D. Vassell,29,113,12,1,1,0,2,v,Made Shot,Turnaround Jump Shot,2,7,0.0,0
0022400888,11,1610612759,202687,B. Biyombo,-31,91,10,1,1,2,0,h,Made Shot,Driving Hook Shot,2,7,0.0,0
0022400951,11,1610612742,1630230,N. Marshall,7,11,1,1,1,0,2,v,Made Shot,Running Reverse Layup Shot,2,7,0.0,0
0022400988,13,1610612759,203084,H. Barnes,-235,41,24,1,1,5,3,h,Made Shot,Jump Shot,3,7,-1.0,0
0022401003,13,1610612752,1626157,K. Towns,152,24,15,1,1,2,5,v,Made Shot,Turnaround Fadeaway shot,2,7,1.0,0
0022401086,13,1610612759,1631110,J. Sochan,-4,45,5,1,1,2,5,h,Made Shot,Turnaround Jump Shot,2,7,-5.0,0
0022401155,13,1610612759,1630170,D. Vassell,-120,221,25,0,1,0,0,v,Missed Shot,Pullup Jump shot,3,7,-4.0,0
0022401163,13,1610612744,1630541,M. Moody,-230,40,0,0,1,0,0,h,Missed Shot,Jump Shot,3,7,0.0,0
0022401182,12,1610612759,1630577,J. Champagnie,-45,264,27,0,1,0,0,v,Missed Shot,Jump Shot,3,7,1.0,0
0022401197,13,1610612759,203084,H. Barnes,-196,164,26,0,1,0,0,h,Missed Shot,Jump Shot,3,7,-1.0,0
0022401215,13,1610612757,203924,J. Grant,-168,215,27,1,1,5,3,h,Made Shot,Jump Shot,3,7,-1.0,0
0022400038,13,1610612759,1630577,J. Champagnie,102,246,27,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400130,14,1610612762,1642271,K. Filipowski,15,260,26,1,1,7,0,h,Made Shot,Running Jump Shot,3,9,0.0,0
0022400146,13,1610612750,1630162,A. Edwards,-36,260,26,1,1,0,3,v,Made Shot,Pullup Jump shot,3,9,0.0,0
0022400168,17,1610612759,1641705,V. Wembanyama,-74,55,9,0,1,0,0,v,Missed Shot,Fadeaway Jump Shot,2,9,1.0,0
0022400173,15,1610612759,203084,H. Barnes,25,17,3,0,1,0,0,v,Missed Shot,Driving Layup Shot,2,9,0.0,0
0022400183,16,1610612759,1630577,J. Champagnie,-232,4,0,1,1,5,0,h,Made Shot,Jump Shot,3,9,0.0,0
0022400224,15,1610612759,1641705,V. Wembanyama,-11,284,28,1,1,9,0,h,Made Shot,Jump Shot,3,9,0.0,0
0022400232,15,1610612759,1628380,Z. Collins,103,243,26,0,1,0,0,v,Missed Shot,Jump Shot,3,9,-2.0,0
0022400262,15,1610612762,1642271,K. Filipowski,224,71,0,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400313,15,1610612759,1630577,J. Champagnie,-115,221,25,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400421,14,1610612751,1630592,J. Wilson,82,55,10,1,1,4,2,h,Made Shot,Driving Floating Bank Jump Shot,2,9,2.0,0
0022400451,13,1610612759,1630170,D. Vassell,147,194,24,0,1,0,0,h,Missed Shot,Jump Shot,3,9,0.0,0
0022400475,21,1610612759,1642264,S. Castle,71,268,28,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400693,16,1610612748,1628389,B. Adebayo,-235,3,24,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400703,14,1610612759,1642264,S. Castle,48,45,7,0,1,0,0,v,Missed Shot,Running Layup Shot,2,9,0.0,0
0022400719,16,1610612759,1630170,D. Vassell,113,168,20,1,1,3,4,v,Made Shot,Jump Shot,2,9,2.0,0
0022400734,18,1610612766,1631217,M. Diabaté,5,4,1,1,1,4,2,h,Made Shot,Putback Dunk Shot,2,9,0.0,0
0022400743,13,1610612759,1630170,D. Vassell,227,-6,0,0,1,0,0,v,Missed Shot,Jump Shot,3,9,0.0,0
0022400757,19,1610612764,1629673,J. Poole,-141,205,25,0,1,0,0,h,Missed Shot,Running Pull-Up Jump Shot,3,9,0.0,0
0022400818,14,1610612740,1642274,Y. Missi,6,37,4,0,1,0,0,h,Missed Shot,Hook Shot,2,9,0.0,0
0022400871,14,1610612759,1630170,D. Vassell,-22,100,10,1,1,2,5,h,Made Shot,Driving Floating Jump Shot,2,9,0.0,0
0022400937,15,1610612759,203084,H. Barnes,18,22,3,1,1,4,2,h,Made Shot,Driving Layup Shot,2,9,0.0,0
0022400973,16,1610612740,203468,C. McCollum,-138,222,26,0,1,0,0,v,Missed Shot,Jump Shot,3,9,1.0,0
0022400988,17,1610612759,1642264,S. Castle,64,52,8,0,1,0,0,h,Missed Shot,Driving Floating Bank Jump Shot,2,9,2.0,0
0022401003,17,1610612752,1626157,K. Towns,-74,6,7,1,1,4,7,v,Made Shot,Turnaround Hook Shot,2,9,3.0,0
0022401018,15,1610612759,1642264,S. Castle,6,296,30,0,1,0,0,h,Missed Shot,Jump Shot,3,9,0.0,0
0022401046,15,1610612759,1630170,D. Vassell,-70,260,27,1,1,5,3,v,Made Shot,Jump Shot,3,9,0.0,0
0022401059,13,1610612739,1628378,D. Mitchell,191,162,25,0,1,0,0,h,Missed Shot,Jump Shot,3,9,0.0,0
0022401080,14,1610612738,204001,K. Porziņģis,-195,162,25,1,1,0,3,v,Made Shot,Jump Shot,3,9,0.0,0
0022401155,15,1610612746,1627826,I. Zubac,40,8,4,1,1,6,0,h,Made Shot,Layup Shot,2,9,0.0,0
0022401163,15,1610612744,201939,S. Curry,-29,104,11,1,1,4,0,h,Made Shot,Step Back Jump shot,2,9,0.0,0
0022401197,15,1610612761,1630534,O. Agbaji,-40,25,5,0,1,0,0,v,Missed Shot,Running Alley Oop Layup Shot,2,9,0.0,0
0022401218,15,1610612759,1630577,J. Champagnie,-216,138,26,0,1,0,0,h,Missed Shot,Jump Shot,3,9,0.0,0
0022400025,22,1610612760,1631114,J. Williams,-1,151,15,0,1,0,0,v,Missed Shot,Pullup Jump shot,2,13,0.0,0
0022400038,18,1610612759,1642264,S. Castle,-186,194,27,1,1,4,3,v,Made Shot,Jump Shot,3,13,0.0,0
0022400074,21,1610612759,1630577,J. Champagnie,22,55,6,0,1,0,0,v,Missed Shot,Driving Layup Shot,2,13,3.0,0
0022400094,19,1610612745,1630578,A. Sengun,18,-3,2,0,1,0,0,v,Missed Shot,Layup Shot,2,13,0.0,0
0022400109,20,1610612745,1631095,J. Smith Jr.,6,21,2,0,1,0,0,v,Missed Shot,Layup Shot,2,13,0.0,0
0022400146,19,1610612750,203944,J. Randle,61,159,17,1,1,5,7,v,Made Shot,Turnaround Fadeaway shot,2,13,3.0,0
0022400168,21,1610612746,1629611,T. Mann,12,15,2,1,1,7,5,h,Made Shot,Running Reverse Layup Shot,2,13,0.0,0
0022400173,20,1610612759,101108,C. Paul,168,200,26,0,1,0,0,v,Missed Shot,Jump Shot,3,13,0.0,0
0022400337,21,1610612758,1631099,K. Murray,136,216,26,0,1,0,0,v,Missed Shot,Jump Shot,3,13,1.0,0
0022400354,19,1610612759,203084,H. Barnes,-233,6,0,0,1,0,0,h,Missed Shot,Jump Shot,3,13,3.0,0
0022400386,20,1610612759,1630170,D. Vassell,229,44,0,0,1,0,0,h,Missed Shot,Jump Shot,3,13,0.0,0
0022400394,19,1610612755,202331,P. George,-59,144,16,1,1,4,2,h,Made Shot,Pullup Jump shot,2,13,0.0,0
0022400405,21,1610612752,1628404,J. Hart,16,9,2,1,1,9,4,h,Made Shot,Driving Layup Shot,2,13,5.0,0
0022400441,19,1610612759,1641705,V. Wembanyama,-224,90,24,1,1,6,6,v,Made Shot,Jump Shot,3,13,-1.0,0
0022400451,17,1610612759,1631110,J. Sochan,-11,11,2,0,1,0,0,h,Missed Shot,Running Dunk Shot,2,13,0.0,0
0022400498,18,1610612759,1631110,J. Sochan,163,194,25,1,1,0,5,v,Made Shot,Jump Shot,3,13,2.0,0
0022400516,18,1610612749,203507,G. Antetokounmpo,5,11,1,0,1,0,0,h,Missed Shot,Driving Layup Shot,2,13,-3.0,0
0022400567,20,1610612763,1641744,Z. Edey,5,12,1,1,1,0,6,v,Made Shot,Turnaround Bank Hook Shot,2,13,0.0,0
0022400582,19,1610612763,1628991,J. Jackson Jr.,-7,88,9,0,1,0,0,v,Missed Shot,Hook Shot,2,13,3.0,0
